name, wins, losses, fcs_count, opponent_total_wins, opponent_total_losses, point_diff, opponents
Clemson, 8, 0, 1, 28, 21, 138, ['Georgia Tech (3 - 4)', 'Louisiana Tech (2 - 5)', 'Wake Forest (6 - 1)', 'NC State (5 - 2)', 'Boston College (2 - 5)', 'Florida State (4 - 3)', 'Syracuse (6 - 1)']
Ohio State, 7, 0, 0, 25, 27, 243, ['Notre Dame (4 - 3)', 'Arkansas State (2 - 6)', 'Toledo (5 - 3)', 'Wisconsin (4 - 4)', 'Rutgers (4 - 3)', 'Michigan State (3 - 4)', 'Iowa (3 - 4)']
Michigan, 7, 0, 0, 25, 28, 214, ['Colorado State (2 - 5)', "Hawai'i (2 - 6)", 'Connecticut (3 - 5)', 'Maryland (6 - 2)', 'Iowa (3 - 4)', 'Indiana (3 - 5)', 'Penn State (6 - 1)']
Tennessee, 7, 0, 1, 26, 20, 189, ['Ball State (4 - 4)', 'Pittsburgh (4 - 3)', 'Akron (1 - 7)', 'Florida (4 - 3)', 'LSU (6 - 2)', 'Alabama (7 - 1)']
TCU, 7, 0, 1, 24, 19, 126, ['Colorado (1 - 6)', 'SMU (3 - 4)', 'Oklahoma (4 - 3)', 'Kansas (5 - 3)', 'Oklahoma State (6 - 1)', 'Kansas State (5 - 2)']
Georgia, 7, 0, 1, 23, 21, 228, ['Oregon (6 - 1)', 'South Carolina (5 - 2)', 'Kent State (3 - 5)', 'Missouri (3 - 4)', 'Auburn (3 - 4)', 'Vanderbilt (3 - 5)']
Alabama, 7, 1, 0, 32, 29, 212, ['Utah State (3 - 5)', 'Texas (5 - 3)', 'Louisiana Monroe (2 - 6)', 'Vanderbilt (3 - 5)', 'Arkansas (4 - 3)', 'Texas A&M (3 - 4)', 'Tennessee (7 - 0)', 'Mississippi State (5 - 3)']
Ole Miss, 7, 1, 1, 29, 23, 140, ['Troy (6 - 2)', 'Georgia Tech (3 - 4)', 'Tulsa (3 - 4)', 'Kentucky (5 - 2)', 'Vanderbilt (3 - 5)', 'Auburn (3 - 4)', 'LSU (6 - 2)']
Tulane, 7, 1, 1, 24, 27, 130, ['UMass (1 - 6)', 'Kansas State (5 - 2)', 'Southern Mississippi (4 - 3)', 'Houston (4 - 3)', 'East Carolina (5 - 3)', 'South Florida (1 - 6)', 'Memphis (4 - 4)']
Liberty, 7, 1, 1, 23, 28, 77, ['Southern Mississippi (4 - 3)', 'UAB (4 - 3)', 'Wake Forest (6 - 1)', 'Akron (1 - 7)', 'Old Dominion (3 - 4)', 'UMass (1 - 6)', 'BYU (4 - 4)']
USC, 6, 1, 0, 27, 23, 128, ['Rice (4 - 3)', 'Stanford (3 - 4)', 'Fresno State (3 - 4)', 'Oregon State (6 - 2)', 'Arizona State (2 - 5)', 'Washington State (4 - 3)', 'Utah (5 - 2)']
Penn State, 6, 1, 0, 27, 25, 102, ['Purdue (5 - 3)', 'Ohio (5 - 3)', 'Auburn (3 - 4)', 'Central Michigan (2 - 6)', 'Northwestern (1 - 6)', 'Michigan (7 - 0)', 'Minnesota (4 - 3)']
Syracuse, 6, 1, 1, 28, 17, 131, ['Louisville (4 - 3)', 'Connecticut (3 - 5)', 'Purdue (5 - 3)', 'Virginia (3 - 4)', 'NC State (5 - 2)', 'Clemson (8 - 0)']
