name, wins, losses, fcs_count, opponent_total_wins, opponent_total_losses, point_diff, opponents
Michigan, 7, 0, 0, 22, 25, 214, ['Colorado State (1 - 5)', "Hawai'i (2 - 5)", 'Connecticut (3 - 5)', 'Maryland (5 - 2)', 'Iowa (3 - 3)', 'Indiana (3 - 4)', 'Penn State (5 - 1)']
Clemson, 7, 0, 1, 21, 17, 132, ['Georgia Tech (3 - 3)', 'Louisiana Tech (2 - 4)', 'Wake Forest (5 - 1)', 'NC State (5 - 2)', 'Boston College (2 - 4)', 'Florida State (4 - 3)']
Ole Miss, 7, 0, 1, 21, 19, 165, ['Troy (5 - 2)', 'Georgia Tech (3 - 3)', 'Tulsa (2 - 4)', 'Kentucky (5 - 2)', 'Vanderbilt (3 - 4)', 'Auburn (3 - 4)']
Georgia, 7, 0, 1, 19, 20, 228, ['Oregon (5 - 1)', 'South Carolina (4 - 2)', 'Kent State (2 - 5)', 'Missouri (2 - 4)', 'Auburn (3 - 4)', 'Vanderbilt (3 - 4)']
Tennessee, 6, 0, 0, 24, 17, 148, ['Ball State (4 - 3)', 'Pittsburgh (4 - 2)', 'Akron (1 - 6)', 'Florida (4 - 3)', 'LSU (5 - 2)', 'Alabama (6 - 1)']
Ohio State, 6, 0, 0, 19, 21, 199, ['Notre Dame (3 - 3)', 'Arkansas State (2 - 5)', 'Toledo (5 - 2)', 'Wisconsin (3 - 4)', 'Rutgers (3 - 3)', 'Michigan State (3 - 4)']
UCLA, 6, 0, 1, 19, 14, 113, ['Bowling Green (3 - 4)', 'South Alabama (5 - 1)', 'Colorado (1 - 5)', 'Washington (5 - 2)', 'Utah (5 - 2)']
TCU, 6, 0, 1, 18, 14, 116, ['Colorado (1 - 5)', 'SMU (3 - 3)', 'Oklahoma (4 - 3)', 'Kansas (5 - 2)', 'Oklahoma State (5 - 1)']
Syracuse, 6, 0, 1, 18, 16, 137, ['Louisville (3 - 3)', 'Connecticut (3 - 5)', 'Purdue (5 - 2)', 'Virginia (2 - 4)', 'NC State (5 - 2)']
Alabama, 6, 1, 0, 26, 21, 188, ['Utah State (3 - 4)', 'Texas (5 - 2)', 'Louisiana Monroe (2 - 5)', 'Vanderbilt (3 - 4)', 'Arkansas (4 - 3)', 'Texas A&M (3 - 3)', 'Tennessee (6 - 0)']
USC, 6, 1, 0, 23, 22, 128, ['Rice (3 - 3)', 'Stanford (2 - 4)', 'Fresno State (2 - 4)', 'Oregon State (5 - 2)', 'Arizona State (2 - 4)', 'Washington State (4 - 3)', 'Utah (5 - 2)']
Illinois, 6, 1, 1, 19, 20, 120, ['Wyoming (4 - 3)', 'Indiana (3 - 4)', 'Virginia (2 - 4)', 'Wisconsin (3 - 4)', 'Iowa (3 - 3)', 'Minnesota (4 - 2)']
North Carolina, 6, 1, 1, 17, 21, 65, ['Appalachian State (3 - 3)', 'Georgia State (2 - 4)', 'Notre Dame (3 - 3)', 'Virginia Tech (2 - 5)', 'Miami (3 - 3)', 'Duke (4 - 3)']
