name, wins, losses, fcs_count, opponent_total_wins, opponent_total_losses, point_diff, opponents
Arizona, 3, 5, 1, 33, 23, -41, ['San Diego State (4 - 4)', 'Mississippi State (5 - 3)', 'California (3 - 5)', 'Colorado (1 - 7)', 'Oregon (7 - 1)', 'Washington (6 - 2)', 'USC (7 - 1)']
Texas State, 3, 5, 1, 32, 24, -20, ['Nevada (2 - 7)', 'Florida International (4 - 4)', 'Baylor (5 - 3)', 'James Madison (5 - 2)', 'Appalachian State (5 - 3)', 'Troy (6 - 2)', 'Southern Mississippi (5 - 3)']
Utah State, 3, 5, 1, 32, 27, -97, ['Connecticut (4 - 5)', 'Alabama (7 - 1)', 'UNLV (4 - 4)', 'BYU (4 - 5)', 'Air Force (5 - 3)', 'Colorado State (2 - 6)', 'Wyoming (6 - 3)']
Tulsa, 3, 5, 1, 31, 27, -13, ['Wyoming (6 - 3)', 'Northern Illinois (2 - 6)', 'Ole Miss (8 - 1)', 'Cincinnati (6 - 2)', 'Navy (3 - 5)', 'Temple (2 - 6)', 'SMU (4 - 4)']
Western Michigan, 3, 5, 1, 31, 27, -62, ['Michigan State (3 - 5)', 'Ball State (4 - 4)', 'Pittsburgh (4 - 4)', 'San José State (6 - 2)', 'Eastern Michigan (5 - 4)', 'Ohio (5 - 3)', 'Miami (OH) (4 - 5)']
California, 3, 5, 1, 30, 26, -13, ['UNLV (4 - 4)', 'Notre Dame (5 - 3)', 'Arizona (3 - 5)', 'Washington State (4 - 4)', 'Colorado (1 - 7)', 'Washington (6 - 2)', 'Oregon (7 - 1)']
Nebraska, 3, 5, 1, 30, 26, -28, ['Northwestern (1 - 7)', 'Georgia Southern (5 - 3)', 'Oklahoma (5 - 3)', 'Indiana (3 - 5)', 'Rutgers (4 - 4)', 'Purdue (5 - 3)', 'Illinois (7 - 1)']
Navy, 3, 5, 1, 29, 28, -16, ['Memphis (4 - 4)', 'East Carolina (6 - 3)', 'Air Force (5 - 3)', 'Tulsa (3 - 5)', 'SMU (4 - 4)', 'Houston (5 - 3)', 'Temple (2 - 6)']
New Mexico State, 3, 6, 0, 30, 45, -88, ['Nevada (2 - 7)', 'Minnesota (5 - 3)', 'UTEP (4 - 5)', 'Wisconsin (4 - 4)', "Hawai'i (2 - 7)", 'Florida International (4 - 4)', 'New Mexico (2 - 6)', 'San José State (6 - 2)', 'UMass (1 - 7)']
Louisiana Tech, 2, 6, 1, 35, 23, -64, ['Missouri (4 - 4)', 'Clemson (8 - 0)', 'South Alabama (6 - 2)', 'UTEP (4 - 5)', 'North Texas (5 - 4)', 'Rice (4 - 4)', 'Florida International (4 - 4)']
Louisiana Monroe, 2, 6, 1, 34, 22, -121, ['Texas (5 - 3)', 'Alabama (7 - 1)', 'Louisiana (4 - 4)', 'Arkansas State (2 - 7)', 'Coastal Carolina (7 - 1)', 'South Alabama (6 - 2)', 'Army (3 - 4)']
Boston College, 2, 6, 1, 34, 23, -92, ['Rutgers (4 - 4)', 'Virginia Tech (2 - 6)', 'Florida State (5 - 3)', 'Louisville (5 - 3)', 'Clemson (8 - 0)', 'Wake Forest (6 - 2)', 'Connecticut (4 - 5)']
Central Michigan, 2, 6, 1, 33, 25, -37, ['Oklahoma State (6 - 2)', 'South Alabama (6 - 2)', 'Penn State (6 - 2)', 'Toledo (6 - 3)', 'Ball State (4 - 4)', 'Akron (1 - 8)', 'Bowling Green (4 - 4)']
New Mexico, 2, 6, 1, 33, 26, -65, ['Boise State (6 - 2)', 'UTEP (4 - 5)', 'LSU (6 - 2)', 'UNLV (4 - 4)', 'Wyoming (6 - 3)', 'New Mexico State (3 - 6)', 'Fresno State (4 - 4)']
Northern Illinois, 2, 6, 1, 31, 27, -18, ['Tulsa (3 - 5)', 'Vanderbilt (3 - 5)', 'Kentucky (5 - 3)', 'Ball State (4 - 4)', 'Toledo (6 - 3)', 'Eastern Michigan (5 - 4)', 'Ohio (5 - 3)']
Virginia Tech, 2, 6, 1, 29, 27, -43, ['Old Dominion (3 - 5)', 'Boston College (2 - 6)', 'West Virginia (3 - 5)', 'North Carolina (7 - 1)', 'Pittsburgh (4 - 4)', 'Miami (4 - 4)', 'NC State (6 - 2)']
Colorado State, 2, 6, 1, 29, 29, -157, ['Michigan (8 - 0)', 'Middle Tennessee (4 - 4)', 'Washington State (4 - 4)', 'Nevada (2 - 7)', 'Utah State (3 - 5)', "Hawai'i (2 - 7)", 'Boise State (6 - 2)']
Temple, 2, 6, 1, 26, 30, -84, ['Duke (5 - 3)', 'Rutgers (4 - 4)', 'UMass (1 - 7)', 'Memphis (4 - 4)', 'UCF (6 - 2)', 'Tulsa (3 - 5)', 'Navy (3 - 5)']
Arkansas State, 2, 7, 1, 37, 26, -47, ['Ohio State (8 - 0)', 'Memphis (4 - 4)', 'Old Dominion (3 - 5)', 'Louisiana Monroe (2 - 6)', 'James Madison (5 - 2)', 'Southern Mississippi (5 - 3)', 'Louisiana (4 - 4)', 'South Alabama (6 - 2)']
Charlotte, 2, 7, 1, 33, 32, -123, ['Florida Atlantic (3 - 5)', 'Maryland (6 - 2)', 'Georgia State (3 - 5)', 'South Carolina (5 - 3)', 'UTEP (4 - 5)', 'UAB (4 - 4)', 'Florida International (4 - 4)', 'Rice (4 - 4)']
Hawai'i, 2, 7, 1, 33, 35, -138, ['Vanderbilt (3 - 5)', 'Western Kentucky (5 - 4)', 'Michigan (8 - 0)', 'New Mexico State (3 - 6)', 'San Diego State (4 - 4)', 'Nevada (2 - 7)', 'Colorado State (2 - 6)', 'Wyoming (6 - 3)']
Nevada, 2, 7, 1, 29, 37, -75, ['New Mexico State (3 - 6)', 'Texas State (3 - 5)', 'Iowa (4 - 4)', 'Air Force (5 - 3)', 'Colorado State (2 - 6)', "Hawai'i (2 - 7)", 'San Diego State (4 - 4)', 'San José State (6 - 2)']
Colorado, 1, 7, 0, 40, 24, -183, ['TCU (8 - 0)', 'Air Force (5 - 3)', 'Minnesota (5 - 3)', 'UCLA (7 - 1)', 'Arizona (3 - 5)', 'California (3 - 5)', 'Oregon State (6 - 2)', 'Arizona State (3 - 5)']
South Florida, 1, 7, 1, 37, 21, -101, ['BYU (4 - 5)', 'Florida (4 - 4)', 'Louisville (5 - 3)', 'East Carolina (6 - 3)', 'Cincinnati (6 - 2)', 'Tulane (7 - 1)', 'Houston (5 - 3)']
UMass, 1, 7, 1, 35, 24, -150, ['Tulane (7 - 1)', 'Toledo (6 - 3)', 'Temple (2 - 6)', 'Eastern Michigan (5 - 4)', 'Liberty (7 - 1)', 'Buffalo (5 - 3)', 'New Mexico State (3 - 6)']
Northwestern, 1, 7, 1, 32, 25, -87, ['Nebraska (3 - 5)', 'Duke (5 - 3)', 'Miami (OH) (4 - 5)', 'Penn State (6 - 2)', 'Wisconsin (4 - 4)', 'Maryland (6 - 2)', 'Iowa (4 - 4)']
Akron, 1, 8, 1, 36, 29, -166, ['Michigan State (3 - 5)', 'Tennessee (8 - 0)', 'Liberty (7 - 1)', 'Bowling Green (4 - 4)', 'Ohio (5 - 3)', 'Central Michigan (2 - 6)', 'Kent State (3 - 5)', 'Miami (OH) (4 - 5)']
